text,sentiment
Narendra Kothari takes over as new  Chairman and Managing Director of NMDC,Hold
"Once competitive pressure eases, get into telecom stocks for long term: Paras Adenwala",Hold
RBL Bank to raise about Rs 500 cr from IPO in Q4 FY15,Hold
"Secular rally in cyclicals coming to an end: Prateek Agarwal, ASK Investment Manager",Hold
Securities and Exchange Board of India begins recruitment process for 2 executive directors,Hold
Take to Infra stocks only with a long term view : Sonam Udasi,Hold
Taking DVR route to Tata Motors' rights issue may be a better play,Hold
Tilaknagar Industries appoints Vijay K Rekhi as chairman of its board of advisors,Hold
Two reasons why PSU banking stocks have turned around in terms of performance,Hold
UBS says more than 90 per cent of shares tendered into share exchange,Hold
UPA takes sheen off PSU stocks since it came to power in 2004,Hold
Wall Street week ahead: Fed change unlikely to blunt equitie appeal over bonds,Hold
Wall Street week ahead: Nasdaq 100 index may see record on Apple earnings,Hold
Want to bet on Infosys? Five reasons why you should wait and watch,Hold
25 bps or 50 bps? RBI rate call to decide direction for Dalal Street,Hold
"AirAsia offers 2 mn cheap tickets, fly from Kolkata to Bangkok for Rs 3,300",Hold
"All FIIs trying to create some alpha in market: Prateek Agarwal, ASK Investment Manager",Hold
China to open up futures market to foreign investors via free trade zones: CSRC,Hold
"Citigroup sees Sensex at 35,000 by June 2016, but trims Dec-2015 target to 32,200",Hold
CK Birla group company Orient Paper & Industries launches new brand identity 'Orient Electric',Hold
Clarity on MAT holds the key; 5% downside can't be ruled out: Mayuresh Joshi,Hold
"Consider IT stocks as a global play, to make portfolio look balanced: Ajay Bagga",Hold
"Does India's Warren Buffett, Rakesh Jhunjhunwala, see a Burlington Santa Fe in Tata Motors?",Hold
DSP Blackrock MF senior fund manager to manage offshore funds as company shuffles management,Hold
Expect Moil cash reserves to match its mcap in 2 years:  G Chokkalingam,Hold
"Expecting policies related to growth revival from the Budget: Deven Choksey, KR Choksey Securities",Hold
Food Corporation of India sells 1.54 lakh tonnes of wheat via NSPOT so far,Hold
"Ford India appoints Vinay Piparsania as the new executive director, marketing, sales & service",Hold
"Foreigners stay with HDFC Bank, bet on ADRs, futures after hitting FII stock cap",Hold
Forward Markets Commission to hire 20 experts on contract basis to ease staff crunch,Hold
FTIL-NSEL merger dispute: Bombay High Court allows government to pass final order with riders,Hold
"GMR Infrastructure to raise Rs 4,000 crore in a year by selling projects, stake",Hold
Gold schemes by PM Modi right in time to celebrate 'Dhanteras': D K Aggarwal,Hold
"HUL likely to remain at around 680 odd levels: Tirthankar Patnaik, Religare Capital Markets",Hold
Income tax department lens on Rs 5 lakh crore share sales by India Inc,Hold
Infusion of additional $1 trillion to India's GDP to create new midcap leaders: Barclays,Hold
"JSPL may be spared complete de-allocation of coal blocks: Deven Choksey, KR Choksey Securities",Hold
London Stock Exchange to raise 938 million pounds for acquisition of Frank Russell Company,Hold
Markets may not move much in the next 8 to 10 sessions: Ashwani Gujral,Hold
Meera Sanyal to quit Royal Bank of Scotland for a full-time career in politics,Hold
Motilal Oswal expects DLF to get re-rated on policy reforms & favorable macro trends,Hold
"MTNL planning to raise around Rs 2,300 crore by selling bonds with ten-year maturity",Hold
OVL to raise up to $1 billion via dollar issue to fund Azerbaijan buy,Hold
"Pricing will do the trick for Coal India IPO: Avinash Gorakshekar, Anagram Capital Ltd",Hold
Quick Heal may be India's first pure software co to take the IPO route,Hold
Reserve Bank of India changes in gilt auctions seen as sign of stable rates,Hold
Retail investors should assign 60% weightage to large cap stocks in their portfolio: Experts,Hold
"Rupee will hold to 62, do not see a depriciation from here: Manoj Rane",Hold
"SEBI's new rules: What it means for investors, companies, fund houses & MF distributors",Hold
"Sectors that see divestment will be more attractive going forward: Anish Damania, IDFC Sec",Hold
"Stable anchor investors comfort the retail investors in IPO: Gajendra Nagpal, Unicon Financial Solutions",Hold
TCS: First quarter results to be announced today; five things to watch out for,Hold
"Thanks to SEBI, shareholders will have access to critical information from the next fiscal",Hold
Tribhovandas Bhimji Zaveri posts net profit of Rs 162.69 million in Q1 FY 2013,Hold
"5450-5650 will be the range for next few days: Sandeep Wagle, APTART Technical Advisory Services",Hold
Air Indias insurance contract up for renewal on October 1 for an estimated $25 million,Hold
AstraZeneca planning to delist Indian subsidiary; likely to appoint Merrill Lynch as manager for delisting,Hold
"Bonds worth Rs 95,000- 1,05,000 crore to be sold by state governments and UTs: RBI",Hold
"Budget 2014 to focus on structures to achieve decent long-term performance: BP Singh, Pramerica MF",Hold
"Daimler India CV rejigs top management, Aydogan Cakmaz to head R&D for trucks in Asia",Hold
"Expect announcements on the ordering side from L7T over next few months: Pankaj Pandey, ICICIdirect.com",Hold
Hindusthan National Glass & Industries posts net profit of Rs 7.7 crore in Q1 FY13,Hold
IBJA hires consultancy firm EY to draw blueprint for developing bullion spot exchange in India,Hold
Lessons from Inox Wind listing: Firms with smaller businesses can unlock value by separate listing,Hold
"Nasdaq OMX enters Indian market for the second time, to open new office in Bangalore",Hold
NBFC Indostar plans to hit market with rs 1K crore public issue in June '16,Hold
"Outlook for auto stocks a mixed bag at the moment: Rajat Rajgarhia, Motilal Oswal Securities",Hold
"Sebi's move on Fast Track rights, FPOs to help government in disinvestment of state-owned companies",Hold
"Stock-specific play is the way to go in coming week: Sandeep Wagle, Power My Wealth",Hold
Sun Pharma has a history of taking stress assets and turning them around: Harendra Kumar,Hold
Valuations do not warrant fresh buying in Britannia; existing investors should stay put: Mayuresh Joshi,Hold
"Bounceback in market strong; expect Nifty to trade at 7,850 levels next 2 sessions: Mitesh Thacker",Hold
"Evaluations indicate that the market is sensing a cut in interest rates: N Jayakumar, Prime Securities",Hold
"Government looking to list UTI AMC, to seek nod from Arun Jaitley in a month: Sources",Hold
High Court  to hear fresh PIL against National Spot Exchange Limited and Jignesh Shah tomorrow,Hold
K Venkataramanan appointed new CEO and MD of Larsen & Toubro; AM Naik to remain Chairman,Hold
"Lavazza, the Italian coffee brand, ropes in Law & Kenneth as its communications partner in India",Hold
Looking at a target price of Rs 2080 for Tech Mahindra over one-year perspective: Ajay Bodke,Hold
"Markets assuming lots of policy actions will happen; but it is unlikely: Mayuresh Joshi, Angel Broking",Hold
"Sebi's decision to relax debt-equity conversion norms for banks positive, but more steps required: Hemindra Hazari",Hold
"State-owned IDBI Bank readies plan to raise Rs 2, 600 crore via sale of infrastructure bonds",Hold
"Budget 2012: STT cut, Rajiv Gandhi Scheme are small but key steps, says Rashesh Shah, Edelweiss Group",Hold
"Laila Nutraceuticals in talks with global PEs to raise $40 million, may offer 40 per cent stake",Hold
Sanjiv Goenka ropes in Law & Kenneth to create corporate identity for his share of RPG Group,Hold
"South Mumbai Zaveri bazaar may soon move to a new address, experts proposes to relocate to Panvel",Hold
Warren Buffett once said that Gold is a way of going long on fear. Do you agree?,Hold
"A $25 fall in crude is like a $10-billion stimulus for Indian economy, say experts; top stock bets",Hold
"Any global risk-off scenario can lead to sharp market reaction at this time: Mahesh Patil, Birla Sunlife MF",Hold
"Consumption space would be largely favoured with the roll out of GST : Deven Choksey, KR Choksey Securities",Hold
Harsh Mariwala in no hurry to pass on the baton of Marico to his children Rishabh & Rajvi,Hold
Inox Wind IPO set to unlock value for Gujarat Fluorochemicals which owns 75 per cent in the company,Hold
"Maharashtra set to brand its rice & tur, floats a tender to appoint a consultant for the exercise",Hold
"Tremendous opportunities ahead to take leadership role in India's evolution: Umang Bedi, MD Sales and Marketing, Adobe Systems",Hold
Government will have to do a lot more to make new investors put money in equities and not gold,Hold
"4,600 Sahara investors claim refund from Sebi",Sell
Road shows for SAIL FPO delayed,Hold
Amitabh Chakraborty quits Religare,Hold
IBM India sacks executives for fraud',Hold
"Shreejit Mishra, two others quit HUL",Hold
Emcure Pharmaceuticals withdraws proposed IPO,Hold
"SUUTI to sell 9% in Axis Bank via block trades, govt plans to mop up Rs 5,500-cr",Hold
Why it will be a tough task for Vishal Sikka to revive Infosys back to its glory,Hold
Association of Mutual Funds in India warns members to stay away from suspicious ready forward certificate of deposits,Hold
"Financial Technologies India Ltd to sell 24.89% stake in IEX, appoints Axis Capital to look for a buyer",Hold
Infibeam mulls filing draft red herring prospectus by December as it gears up for its IPO next year,Hold
"Promoter sales starting to hit the market and that is a strange sign, says Deepak Shenoy, Capital Mind",Hold
"ETMARKETS.COM WEBINAR: How to invest in equity in challenging times? Join Amar Ambani, Head of Research, IIFL live at 2 pm on Thursday",Hold
Niftys still holding the momentum: Nirmal Bang,Hold
Hospitals are very capital intensive: Ajay Bagga,Hold
Euro/USD looking at support between $1.3815-30,Hold
Entertainment Network India posts Rs 52.2-crore net,Hold
Cos on BSE SME platform cross 100-mark,Hold
S&P upgrade may drive FII debt flow,Hold
DLF has become extremely flat: Ashwani Gujral,Hold
Zinc futures marginally up on spot demand,Buy
Zinc futures gain 1.56 pc on global cues,Buy
Like Zee Entertainment in media space: Mehraboon Irani,Buy
World shares hover near all-time high,Buy
Wockhardt story is really intriguing: Deven Choksey,Buy
"Jim Rogers sees money in wind, solar power",Buy
Whirlpool Q3 profit doubles at Rs 21.25 crore,Buy
Wheat prices strengthens on increased offtake,Buy
Welspun-Gujarat net rises to Rs 167 cr,Buy
BT/ST call for Welspun Corp: Ashwani Gujral,Buy
VRL Logistics' IPO over-subscribed 1.1 times,Buy
Voltas surges on cooling products-led beat in earnings,Buy
V-Guard looks promising: Nimbus Wealth Management,Buy
V-Guard shares gain 2.4% on Q1 results,Buy
Vakrangee bags order from Union Bank; stock up,Buy
US stock futures edge higher before jobs data,Buy
United Spirits could have the best risk-reward ratio,Buy
United Bank raises $350 million under MTN programme,Buy
UK FTSE lifted by mining stocks and AstraZeneca,Buy
Bullish on tyres: Sudip Bandyopadhyay,Buy
Torrent Power gains on hopes of cheap gas,Buy
Tokyo stocks close 0.93% higher,Buy
"Angel starts TIL with 'buy', targets 823 rupees",Buy
"Thomas Cook, Sterling Holidays extend gains post merger",Buy
Street's optimistic on Texmaco growth prospects,Buy
Texmaco could give favourable returns: Deepak Mohoni,Buy
Tech stocks are going to benefit: Ashwani Gujral,Buy
Buying Tech Mahindra a safe bet: Dipan Mehta,Buy
TCS overtakes RIL as India's most valued firm,Buy
900-950 ideal for entering TCS: Technical Trends,Buy
TCS attains Rs 5 lakh crore market-capitalisation,Buy
"TCS signals slowdown; brokerages remain unfazed, retain rating",Buy
Tax-free bonds regain demand in the secondary market,Buy
Tata Steel Q4 show beats estimates,Buy
Brokers' Call: HSBC upgrades Tata Power,Buy
Syngenta surges as European shares edge higher,Buy
Symphony shares surge 5% on strong quarterly results,Buy
Suzuki shares soar on production shift report,Buy
Suryalata Spinning net revenue up 34 per cent,Buy
Sun Pharmas stocks surge after merger with Taro,Buy
Sugar manufacturers gain on hopes of easing curbs,Buy
Sudal Industries forms subsidiary in UAE;stock up,Buy
Subex rises on order win from Idea Cellular,Buy
STFC raises 583 cr via QIP issue,Buy
Sterlite Technologies jumps 8% after Modi tweet,Buy
Sterlite Industries has upside potential: Deepak Mohoni,Buy
Sterling climbs against Euro on diverging policy outlooks,Buy
Aviation stock returns rise post Spicejet deal,Buy
Maran makes open offer for SpiceJet,Buy
Spicejet extends monsoon offer; stock gains,Buy
"SpiceJet is a buy: CK Narayan, Sharyans Resources",Buy
"Spicejet surges over 10%, denies selling parking slots",Buy
SpiceJet: Regional focus can help airline soar further,Buy
Specialised NBFCs will benefit: Dipan Mehta,Buy
Spanco surges 13 in morning trade on bourses,Buy
